en.APP.INFO_DRAWER.TITLE,Details,Detalles
en_2.ADF_FILE_UPLOAD.ARIA-LABEL.CONFIRMATION.CANCEL,Confirm cancel,Confirmar cancelación
en_2.ADF_FILE_UPLOAD.ARIA-LABEL.CONFIRMATION.CONTINUE,Continue upload,Continuar carga
en_2.FILE_UPLOAD.BUTTON.UPLOAD_FILE,Upload file,Añadir fichero
en_2.FILE_UPLOAD.BUTTON.UPLOAD_FOLDER,Upload folder,Cargar carpeta
en_2.FILE_UPLOAD.BUTTON.PERMISSION_CHECK_ERROR,Error checking permission.,Error al comprobar permisos.
en_2.FILE_UPLOAD.VERSION.MESSAGES.NO_ACCEPTED_FILE_TYPES,"Please note that the setting of ""acceptedFilesType"" has no effect for new version uploads. The file type will be the same as the original file's.","Tenga en cuenta que los ajustes de ""acceptedFilesType"" no tienen efecto en las nuevas cargas de versiones. El tipo de fichero será el mismo que el del fichero original."
en_2.FILE_UPLOAD.VERSION.MESSAGES.INCOMPATIBLE_VERSION,Only a file of the same type may be uploaded as a new version.,Solo puede cargarse un fichero del mismo tipo como una nueva versión.
en_2.FILE_UPLOAD.MESSAGES.UPLOAD_CANCELED,Upload canceled,Carga cancelada
en_2.FILE_UPLOAD.MESSAGES.UPLOAD_PROGRESS,Uploaded {{ completed }} / {{ total }},Cargados {{ completed }} / {{ total }}
en_2.FILE_UPLOAD.MESSAGES.UPLOAD_ERROR,{{ total }} upload unsuccessful,Error en carga {{ total }}
en_2.FILE_UPLOAD.MESSAGES.UPLOAD_ERRORS,{{ total }} uploads unsuccessful,Error en {{ total }} cargas
en_2.FILE_UPLOAD.MESSAGES.PROGRESS,Upload in progress,Carga en curso
en_2.FILE_UPLOAD.MESSAGES.FOLDER_ALREADY_EXIST,The folder {0} already exists,La carpeta {0} ya existe
en_2.FILE_UPLOAD.MESSAGES.FOLDER_NOT_SUPPORTED,"Folder upload isn't supported by your browser, try a different browser",Su navegador no es compatible con la carga de carpetas; pruebe con un navegador diferente
en_2.FILE_UPLOAD.MESSAGES.REMOVE_FILE_ERROR,"{{ fileName }} couldn't be removed, try again or check with your IT Team.",{{ fileName }} no se ha podido eliminar; vuelva a intentarlo o póngase en contacto con el equipo de TI.
en_2.FILE_UPLOAD.MESSAGES.REMOVE_FILES_ERROR,"{{ total }} files couldn't be removed, try again or check with your IT Team.",{{ total }} ficheros no se han podido eliminar; vuelva a intentarlo o póngase en contacto con su equipo de TI.
en_2.FILE_UPLOAD.MESSAGES.EXCEED_MAX_FILE_SIZE,File {{ fileName }} is larger than the allowed file size,El fichero {{ fileName }} tiene mayor tamaño que el permitido
en_2.FILE_UPLOAD.ACTION.UNDO,Undo,Deshacer
en_2.FILE_UPLOAD.ERRORS.GENERIC,Upload unsuccessful. Contact IT if this problem persists,Error de carga; póngase en contacto con el equipo de TI si el problema continúa
en_2.FILE_UPLOAD.ERRORS.500,"Internal server error, try again or contact IT support [500]",Error de servidor interno; vuelva a intentarlo o póngase en contacto con el equipo de TI
en_2.FILE_UPLOAD.ERRORS.504,"The server timed out, try again or contact IT support [504]",Se ha agotado el tiempo de espera del servidor; póngase en contacto con el equipo de asistencia de TI [504]
en_2.FILE_UPLOAD.ERRORS.403,Insufficient permissions to upload in this location [403],Permisos insuficientes para cargar en esta ubicación [403]
en_2.FILE_UPLOAD.ERRORS.404,Upload location no longer exists [404],La ubicación de carga ya no existe [404]
en_2.FILE_UPLOAD.ERRORS.409,A file with the same name already exists [409],Ya existe un fichero con el mismo nombre [409]
en_2.FILE_UPLOAD.ARIA-LABEL.ERROR,Upload error,Error de carga
en_2.WEBSCRIPT.ERROR,Couldn't complete the action. Share this message with your IT Team: Error during the deserialization of {{data}} as {{contentType}},No se ha podido finalizar la acción. Comparta este mensaje con el equipo de TI: Error durante la deserialización {{data}} como {{contentType}}
en_2.SEARCH.BUTTON.TOOLTIP,Search,Buscar
en_2.SEARCH.BUTTON.ARIA-LABEL,Search button,Botón de búsqueda
en_2.SEARCH.INPUT.ARIA-LABEL,Search input,Entrada de búsqueda
en_2.SEARCH.RESULTS.SUMMARY,{{numResults}} result found for {{searchTerm}},{{numResults}} resultados encontrados para {{searchTerm}}
en_2.SEARCH.RESULTS.NONE,No results found for {{searchTerm}},No se han encontrado resultados para {{searchTerm}}
en_2.SEARCH.RESULTS.ERROR,We hit a problem during the search - try again.,Se ha surgido un problema durante la búsqueda; vuelva a intentarlo.
en_2.SEARCH.RESULTS.COLUMNS.NAME,Display name,Nombre a mostrar
en_2.SEARCH.RESULTS.COLUMNS.MODIFIED_BY,Modified by,Modificado por
en_2.SEARCH.RESULTS.COLUMNS.MODIFIED_AT,Modified at,Modificado a las
en_2.SEARCH.FILTER.ACTIONS.CLEAR,Clear,Borrar
en_2.SEARCH.FILTER.ACTIONS.APPLY,Apply,Aplicar
en_2.SEARCH.FILTER.ACTIONS.CLEAR-ALL,Clear all,Borrar todo
en_2.SEARCH.FILTER.ACTIONS.SHOW-MORE,Show more,Mostrar más
en_2.SEARCH.FILTER.ACTIONS.SHOW-LESS,Show less,Mostrar menos
en_2.SEARCH.FILTER.ACTIONS.FILTER-CATEGORY,Filter category,Filtrar por categoría
en_2.SEARCH.FILTER.BUTTONS.CLEAR-ALL.LABEL,Clear all,Borrar todo
en_2.SEARCH.FILTER.BUTTONS.CLEAR-ALL.TOOLTIP,This will remove all selections,Esto eliminará todo lo seleccionado
en_2.SEARCH.FILTER.BUTTONS.RESET-ALL.LABEL,Reset all,Reiniciar todo
en_2.SEARCH.FILTER.BUTTONS.RESET-ALL.TOOLTIP,This will reset all selections and all filters,Esto reiniciará todo lo seleccionado y todos los filtros
en_2.SEARCH.FILTER.RANGE.FROM,From,De
en_2.SEARCH.FILTER.RANGE.TO,To,A
en_2.SEARCH.FILTER.RANGE.FROM-DATE,From,De
en_2.SEARCH.FILTER.RANGE.TO-DATE,To,A
en_2.SEARCH.FILTER.VALIDATION.REQUIRED-VALUE,Required value,Valor requerido
en_2.SEARCH.FILTER.VALIDATION.NO-DAYS,No days selected.,No se han seleccionado días.
en_2.SEARCH.FILTER.VALIDATION.INVALID-FORMAT,Invalid Format,Formato no válido
en_2.SEARCH.FILTER.VALIDATION.INVALID-DATE,Invalid date. The date must be in the format '{{ requiredFormat }}',Fecha no válida. La fecha debe tener el formato '{{ requiredFormat }}'
en_2.SEARCH.FILTER.VALIDATION.BEYOND-MAX-DATE,The date is beyond the maximum date.,La fecha es posterior a la fecha máxima.
en_2.SEARCH.ICONS.ft_ic_raster_image,Image file,Fichero de imagen
en_2.SEARCH.ICONS.ft_ic_pdf,PDF document,Documento PDF
en_2.SEARCH.ICONS.ft_ic_ms_excel,Microsoft Excel file,Fichero de Microsoft Excel
en_2.SEARCH.ICONS.ft_ic_ms_word,Microsoft Word document,Documento de Microsoft Word
en_2.SEARCH.ICONS.ft_ic_ms_powerpoint,Microsoft PowerPoint file,Fichero de Microsoft PowerPoint
en_2.SEARCH.ICONS.ft_ic_video,Video file,Fichero de vídeo
en_2.SEARCH.ICONS.ft_ic_document,Document file,Fichero de documento
en_2.SEARCH.ICONS.ft_ic_website,Web resource,Recurso web
en_2.SEARCH.ICONS.ft_ic_archive,Archive file,Fichero de archivo
en_2.SEARCH.ICONS.ft_ic_presentation,Presentation file,Fichero de presentación
en_2.SEARCH.ICONS.ft_ic_spreadsheet,Spreadsheet file,Fichero de hoja de cálculo
en_2.SEARCH.DOCUMENT_LIST.COLUMNS.DISPLAY_NAME,Display name,Nombre a mostrar
en_2.SEARCH.DOCUMENT_LIST.COLUMNS.CREATED_BY,Created by,Creado por
en_2.SEARCH.DOCUMENT_LIST.COLUMNS.CREATED_ON,Created,Creado
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.FOLDER.DELETE,Delete,Eliminar
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.FOLDER.MOVE,Move,Mover
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.FOLDER.COPY,Copy,Copiar
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.DOCUMENT.DOWNLOAD,Download,Descargar
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.DOCUMENT.DELETE,Delete,Eliminar
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.DOCUMENT.MOVE,Move,Mover
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.DOCUMENT.COPY,Copy,Copiar
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.DOCUMENT.PROCESS_ACTION,Start Process,Iniciar proceso
en_2.PERMISSION.LACKOF,You don't have the {{permission}} permission to {{action}} the {{type}},No tiene permiso {{permission}} para {{action}} el {{type}}
en_2.METADATA.BASIC.HEADER,Properties,Propiedades
en_2.METADATA.BASIC.NAME,Name,Nombre
en_2.METADATA.BASIC.TITLE,Title,Título
en_2.METADATA.BASIC.DESCRIPTION,Description,Descripción
en_2.METADATA.BASIC.AUTHOR,Author,Autor
en_2.METADATA.BASIC.MIMETYPE,Mimetype,Tipo MIME
en_2.METADATA.BASIC.SIZE,Size,Tamaño
en_2.METADATA.BASIC.CREATOR,Creator,Creador
en_2.METADATA.BASIC.CREATED_DATE,Created Date,Fecha de creación
en_2.METADATA.BASIC.MODIFIER,Modifier,Modificador
en_2.METADATA.BASIC.MODIFIED_DATE,Modified Date,Fecha de modificación
en_2.METADATA.ERRORS.GENERIC,Error updating property,Error al actualizar la propiedad
en_2.METADATA.ERRORS.409,Duplicate child name not allowed [409],No se admite nombre duplicado de subdirectorio [409]
en_2.METADATA.ERRORS.422,Invalid property value,Valor de propiedad no válido
en_2.SHARE.PUBLIC-LINK,Public link,Enlace público
en_2.SHARE.DIALOG-TITLE,Share,Compartir
en_2.SHARE.DESCRIPTION,Click the link below to copy it to the clipboard.,Haga clic en el siguiente enlace para copiar al portapapeles.
en_2.SHARE.TITLE,Link to share,Enlace para compartir
en_2.SHARE.EXPIRES,Expires on,Caduca el
en_2.SHARE.EXPIRATION-LABEL,Expiration Date,Fecha de caducidad
en_2.SHARE.CLIPBOARD-MESSAGE,Link copied to the clipboard,Enlace copiado al portapapeles
en_2.SHARE.CLOSE,Close,Cerrar
en_2.SHARE.CONFIRMATION.DIALOG-TITLE,Remove this shared link,Eliminar este enlace compartido
en_2.SHARE.CONFIRMATION.MESSAGE,This link will be deleted and a new link will be created next time this file is shared,Este enlace será eliminado. Se creará un enlace nuevo la próxima vez que comparta este fichero.
en_2.SHARE.CONFIRMATION.CANCEL,Cancel,Cancelar
en_2.SHARE.CONFIRMATION.REMOVE,Remove,Eliminar
en_2.SHARE.UNSHARE_ERROR,Error unsharing this file,Error al dejar de compartir este fichero
en_2.SHARE.UNSHARE_PERMISSION_ERROR,You don't have permission to unshare this file,No tiene permiso para dejar de compartir este fichero
en_2.PERMISSION_MANAGER.PERMISSION_DISPLAY.INHERITED,Inherited,Heredado
en_2.PERMISSION_MANAGER.PERMISSION_DISPLAY.AUTHORITY_ID,Authority ID,ID de autoridad
en_2.PERMISSION_MANAGER.PERMISSION_DISPLAY.ROLE,Role,Función
en_2.PERMISSION_MANAGER.PERMISSION_DISPLAY.LOCALLY_SET,Locally set,Establecido localmente
en_2.PERMISSION_MANAGER.PERMISSION_DISPLAY.NO_PERMISSIONS,No permissions,Sin permisos
en_2.PERMISSION_MANAGER.ADD-PERMISSION.SEARCH,Search,Buscar
en_2.PERMISSION_MANAGER.ADD-PERMISSION.TYPE-MESSAGE,Type something to start searching groups or people,Escriba algo para comenzar a buscar grupos o personas
en_2.PERMISSION_MANAGER.ADD-PERMISSION.NO-RESULT,No result found for this search,No se han encontrado resultados para esta búsqueda
en_2.PERMISSION_MANAGER.ADD-PERMISSION.ADD-ACTION,ADD,Añadir
en_2.PERMISSION_MANAGER.ADD-PERMISSION.CLOSE-ACTION,CLOSE,Cerrar
en_2.PERMISSION_MANAGER.ADD-PERMISSION.BASE-DIALOG-TITLE,Search a group or people to add,Buscar un grupo o personas para añadir
en_2.PERMISSION_MANAGER.ADD-PERMISSION.EVERYONE,EVERYONE,Todos
en_2.PERMISSION_MANAGER.ERROR.DUPLICATE-PERMISSION,One or more of the permissions you have set is already present : {{list}},Uno o más de los permisos que ha establecido ya existe: {{list}}
en_2.PERMISSION_MANAGER.ERROR.NOT-ALLOWED,You are not allowed to change permissions,No puede cambiar los permisos
en_2.ADF-TREE-VIEW.MISSING-ID,No nodeId provided!,No se ha especificado un ID de nodo.
en_2.ADF-TREE-VIEW.ACCESSIBILITY.ARIA_LABEL,Toggle {{ name }},Alternar {{ name }}
en_2.LIBRARY.DIALOG.CREATE_TITLE,Create Library,Crear biblioteca
en_2.LIBRARY.DIALOG.CREATE,Create,Crear
en_2.LIBRARY.DIALOG.UPDATE,Update,Actualizar
en_2.LIBRARY.DIALOG.EDIT,Edit,Editar
en_2.LIBRARY.DIALOG.CANCEL,Cancel,Cancelar
en_2.LIBRARY.DIALOG.FORM.DESCRIPTION,Description,Descripción
en_2.LIBRARY.DIALOG.FORM.SITE_ID,Library ID,ID de biblioteca
en_2.LIBRARY.DIALOG.FORM.NAME,Name,Nombre
en_2.LIBRARY.DIALOG.FORM.VISIBILITY,Visibility,Visibilidad
en_2.LIBRARY.ROLE.MANAGER,Manager,Administrador
en_2.LIBRARY.ROLE.COLLABORATOR,Collaborator,Colaborador
en_2.LIBRARY.ROLE.CONTRIBUTOR,Contributor,Contribuidor
en_2.LIBRARY.ROLE.CONSUMER,Consumer,Consumidor
en_2.LIBRARY.VISIBILITY.PRIVATE,Private,Lista privada
en_2.LIBRARY.VISIBILITY.PUBLIC,Public,Público
en_2.LIBRARY.VISIBILITY.MODERATED,Moderated,Moderado
en_2.LIBRARY.HINTS.SITE_TITLE_EXISTS,Library name already in use,Nombre de biblioteca ya en uso
en_2.LIBRARY.ERRORS.GENERIC,We hit a problem,Ha surgido un problema
en_2.LIBRARY.ERRORS.EXISTENT_SITE,This Library ID isn't available. Try a different Library ID.,Esta ID de biblioteca no está disponible. Pruebe con otra ID distinta.
en_2.LIBRARY.ERRORS.CONFLICT,This Library ID is already used. Check the trashcan.,Esta ID de biblioteca ya está utilizada. Compruebe la papelera.
en_2.LIBRARY.ERRORS.ID_TOO_LONG,Use 72 characters or less for the URL name,Utilice como máximo 72 caracteres para el nombre de la URL
en_2.LIBRARY.ERRORS.DESCRIPTION_TOO_LONG,Use 512 characters or less for description,Utilice como máximo 512 caracteres para la descripción
en_2.LIBRARY.ERRORS.TITLE_TOO_LONG,Use 256 characters or less for title,Utilice como máximo 256 caracteres para el título
en_2.LIBRARY.ERRORS.TITLE_TOO_SHORT,Title must be at least 2 characters long,El título debe tener al menos 2 caracteres
en_2.LIBRARY.ERRORS.ILLEGAL_CHARACTERS,Use numbers and letters only,Use solo números y letras
en_2.LIBRARY.ERRORS.ONLY_SPACES,Library name can't contain only spaces,El nombre de biblioteca no puede tener solo espacios
en_2.LIBRARY.ERRORS.LIBRARY_UPDATE_ERROR,There was an error updating library properties,Error al actualizar las propiedades de la biblioteca
en_2.LIBRARY.SUCCESS.LIBRARY_UPDATED,Library properties updated,Propiedades de la biblioteca actualizadas
en_2.BREADCRUMB.ARIA-LABEL.BREADCRUMB,Breadcrumb,Ruta de navegación
en_2.BREADCRUMB.ARIA-LABEL.DROPDOWN,Dropdown,Desplegable
en_2.NAME_COLUMN_LINK.ACCESSIBILITY.ARIA_LABEL,Open {{ name }},Abrir {{ name }}
